GeneID	Symbol
ENSG00000177425	PAWR
ENSG00000125813	PAX1
ENSG00000075891	PAX2
ENSG00000135903	PAX3
ENSG00000106331	PAX4
ENSG00000196092	PAX5
ENSG00000007372	PAX6
ENSG00000009709	PAX7
ENSG00000125618	PAX8
ENSG00000198807	PAX9
ENSG00000163939	PBRM1
ENSG00000185630	PBX1
ENSG00000204304	PBX2
ENSG00000167081	PBX3
ENSG00000105717	PBX4
ENSG00000163346	PBXIP1
ENSG00000166228	PCBD1
ENSG00000132570	PCBD2
ENSG00000277258	PCGF2
ENSG00000156374	PCGF6
ENSG00000148843	PDCD11
ENSG00000107438	PDLIM1
ENSG00000131435	PDLIM4
ENSG00000139515	PDX1
ENSG00000198300	PEG3
ENSG00000179094	PER1
ENSG00000132326	PER2
ENSG00000049246	PER3
ENSG00000137338	PGBD1
ENSG00000082175	PGR
ENSG00000215021	PHB2
ENSG00000112511	PHF1
ENSG00000130024	PHF10
ENSG00000109118	PHF12
ENSG00000116273	PHF13
ENSG00000106443	PHF14
ENSG00000119403	PHF19
ENSG00000197724	PHF2
ENSG00000025293	PHF20
ENSG00000135365	PHF21A
ENSG00000056487	PHF21B
ENSG00000040633	PHF23
ENSG00000118482	PHF3
ENSG00000100410	PHF5A
ENSG00000156531	PHF6
ENSG00000010318	PHF7
ENSG00000172943	PHF8
ENSG00000165462	PHOX2A
ENSG00000109132	PHOX2B
ENSG00000116793	PHTF1
ENSG00000033800	PIAS1
ENSG00000078043	PIAS2
ENSG00000131788	PIAS3
ENSG00000105229	PIAS4
ENSG00000087842	PIR
ENSG00000069011	PITX1
ENSG00000164093	PITX2
ENSG00000107859	PITX3
ENSG00000160199	PKNOX1
ENSG00000165495	PKNOX2
ENSG00000181690	PLAG1
ENSG00000118495	PLAGL1
ENSG00000126003	PLAGL2
ENSG00000171566	PLRG1
ENSG00000140464	PML
ENSG00000064933	PMS1
ENSG00000127957	PMS2P3
ENSG00000100941	PNN
ENSG00000189266	PNRC2
ENSG00000143157	POGK
ENSG00000068654	POLR1A
ENSG00000125630	POLR1B
ENSG00000171453	POLR1C
ENSG00000186184	POLR1D
ENSG00000137054	POLR1E
ENSG00000181222	POLR2A
ENSG00000047315	POLR2B
ENSG00000102978	POLR2C
ENSG00000144231	POLR2D
ENSG00000099817	POLR2E
ENSG00000100142	POLR2F
ENSG00000168002	POLR2G
ENSG00000163882	POLR2H
ENSG00000105258	POLR2I
ENSG00000005075	POLR2J
ENSG00000228049	POLR2J2
ENSG00000267645	POLR2J2
ENSG00000147669	POLR2K
ENSG00000177700	POLR2L
ENSG00000148606	POLR3A
ENSG00000013503	POLR3B
ENSG00000186141	POLR3C
ENSG00000168495	POLR3D
ENSG00000058600	POLR3E
ENSG00000132664	POLR3F
ENSG00000100413	POLR3H
ENSG00000161980	POLR3K
ENSG00000064835	POU1F1
ENSG00000110777	POU2AF1
ENSG00000143190	POU2F1
ENSG00000028277	POU2F2
ENSG00000137709	POU2F3
ENSG00000185668	POU3F1
ENSG00000184486	POU3F2
ENSG00000198914	POU3F3
ENSG00000196767	POU3F4
ENSG00000152192	POU4F1
ENSG00000151615	POU4F2
ENSG00000091010	POU4F3
ENSG00000204531	POU5F1
ENSG00000212993	POU5F1B
ENSG00000248483	POU5F2
ENSG00000184271	POU6F1
ENSG00000106536	POU6F2
ENSG00000130810	PPAN
ENSG00000186951	PPARA
ENSG00000112033	PPARD
ENSG00000132170	PPARG
ENSG00000109819	PPARGC1A
ENSG00000155846	PPARGC1B
ENSG00000102103	PQBP1
ENSG00000057657	PRDM1
ENSG00000170325	PRDM10
ENSG00000130711	PRDM12
ENSG00000112238	PRDM13
ENSG00000147596	PRDM14
ENSG00000142611	PRDM16
ENSG00000116731	PRDM2
ENSG00000110851	PRDM4
ENSG00000138738	PRDM5
ENSG00000061455	PRDM6
ENSG00000126856	PRDM7
ENSG00000152784	PRDM8
ENSG00000164256	PRDM9
ENSG00000138073	PREB
ENSG00000012211	PRICKLE3
ENSG00000175325	PROP1
ENSG00000117707	PROX1
ENSG00000112739	PRPF4B
ENSG00000116132	PRRX1
ENSG00000167157	PRRX2
ENSG00000164985	PSIP1
ENSG00000168267	PTF1A
ENSG00000187514	PTMA
ENSG00000177469	PTRF
ENSG00000164611	PTTG1
ENSG00000185129	PURA
ENSG00000136045	PWP1
ENSG00000171016	PYGO1
ENSG00000163348	PYGO2
ENSG00000051180	RAD51
ENSG00000182185	RAD51B
ENSG00000197275	RAD54B
ENSG00000108557	RAI1
ENSG00000039560	RAI14
ENSG00000131759	RARA
ENSG00000077092	RARB
ENSG00000172819	RARG
ENSG00000134438	RAX
ENSG00000173976	RAX2
ENSG00000139687	RB1
ENSG00000146587	RBAK
ENSG00000162521	RBBP4
ENSG00000102054	RBBP7
ENSG00000125826	RBCK1
ENSG00000100320	RBFOX2
ENSG00000080839	RBL1
ENSG00000103479	RBL2
ENSG00000239306	RBM14
ENSG00000162775	RBM15
ENSG00000259956	RBM15B
ENSG00000131051	RBM39
ENSG00000076053	RBM7
ENSG00000147274	RBMX
ENSG00000170748	RBMXL2
ENSG00000168214	RBPJ
ENSG00000124232	RBPJL
ENSG00000167771	RCOR2
ENSG00000162924	REL
ENSG00000173039	RELA
ENSG00000104856	RELB
ENSG00000142599	RERE
ENSG00000084093	REST
ENSG00000148300	REXO4
ENSG00000035928	RFC1
ENSG00000132005	RFX1
ENSG00000087903	RFX2
ENSG00000080298	RFX3
ENSG00000111783	RFX4
ENSG00000143390	RFX5
ENSG00000185002	RFX6
ENSG00000181827	RFX7
ENSG00000064490	RFXANK
ENSG00000133111	RFXAP
ENSG00000169220	RGS14
ENSG00000101883	RHOXF1
ENSG00000131721	RHOXF2
ENSG00000204227	RING1
ENSG00000117000	RLF
ENSG00000131263	RLIM
ENSG00000013561	RNF14
ENSG00000110315	RNF141
ENSG00000034677	RNF19A
ENSG00000121481	RNF2
ENSG00000063978	RNF4
ENSG00000127870	RNF6
ENSG00000205937	RNPS1
ENSG00000069667	RORA
ENSG00000198963	RORB
ENSG00000143365	RORC
ENSG00000124782	RREB1
ENSG00000048649	RSF1
ENSG00000159216	RUNX1
ENSG00000079102	RUNX1T1
ENSG00000124813	RUNX2
ENSG00000020633	RUNX3
ENSG00000175792	RUVBL1
ENSG00000183207	RUVBL2
ENSG00000186350	RXRA
ENSG00000204231	RXRB
ENSG00000143171	RXRG
ENSG00000163602	RYBP
ENSG00000160633	SAFB
ENSG00000130254	SAFB2
ENSG00000103449	SALL1
ENSG00000165821	SALL2
ENSG00000256463	SALL3
ENSG00000101115	SALL4
ENSG00000150459	SAP18
ENSG00000164105	SAP30
ENSG00000161526	SAP30BP
ENSG00000182568	SATB1
ENSG00000119042	SATB2
ENSG00000126461	SCAF1
ENSG00000213079	SCAF8
ENSG00000171222	SCAND1
ENSG00000010803	SCMH1
ENSG00000047634	SCML1
ENSG00000102098	SCML2
ENSG00000261678	SCRT1
ENSG00000215397	SCRT2
ENSG00000100003	SEC14L2
ENSG00000197019	SERTAD1
ENSG00000179833	SERTAD2
ENSG00000167565	SERTAD3
ENSG00000152217	SETBP1
ENSG00000168066	SF1
ENSG00000163935	SFMBT1
ENSG00000116560	SFPQ
ENSG00000061936	SFSWAP
ENSG00000185960	SHOX
ENSGR0000185960	SHOX
ENSG00000168779	SHOX2
ENSG00000146414	SHPRH
ENSG00000112246	SIM1
ENSG00000159263	SIM2
ENSG00000169375	SIN3A
ENSG00000127511	SIN3B
ENSG00000096717	SIRT1
ENSG00000068903	SIRT2
ENSG00000142082	SIRT3
ENSG00000089163	SIRT4
ENSG00000124523	SIRT5
ENSG00000187531	SIRT7
ENSG00000126778	SIX1
ENSG00000170577	SIX2
ENSG00000138083	SIX3
ENSG00000100625	SIX4
ENSG00000177045	SIX5
ENSG00000184302	SIX6
ENSG00000157933	SKI
ENSG00000136603	SKIL
ENSG00000101082	SLA2
ENSG00000125520	SLC2A4RG
ENSG00000170365	SMAD1
ENSG00000175387	SMAD2
ENSG00000166949	SMAD3
ENSG00000141646	SMAD4
ENSG00000113658	SMAD5
ENSG00000137834	SMAD6
ENSG00000101665	SMAD7
ENSG00000120693	SMAD9
ENSG00000102038	SMARCA1
ENSG00000080503	SMARCA2
ENSG00000127616	SMARCA4
ENSG00000153147	SMARCA5
ENSG00000163104	SMARCAD1
ENSG00000099956	SMARCB1
ENSG00000173473	SMARCC1
ENSG00000139613	SMARCC2
ENSG00000066117	SMARCD1
ENSG00000108604	SMARCD2
ENSG00000082014	SMARCD3
ENSG00000073584	SMARCE1
ENSG00000108854	SMURF2
ENSG00000115593	SMYD1
ENSG00000124216	SNAI1
ENSG00000019549	SNAI2
ENSG00000185669	SNAI3
ENSG00000023608	SNAPC1
ENSG00000104976	SNAPC2
ENSG00000164975	SNAPC3
ENSG00000165684	SNAPC4
ENSG00000174446	SNAPC5
ENSG00000197157	SND1
ENSG00000163877	SNIP1
ENSG00000124380	SNRNP27
ENSG00000125835	SNRPB
ENSG00000167088	SNRPD1
ENSG00000100603	SNW1
ENSG00000198142	SOWAHC
ENSG00000182968	SOX1
ENSG00000100146	SOX10
ENSG00000176887	SOX11
ENSG00000177732	SOX12
ENSG00000143842	SOX13
ENSG00000168875	SOX14
ENSG00000129194	SOX15
ENSG00000164736	SOX17
ENSG00000181449	SOX2
ENSG00000125285	SOX21
ENSG00000134595	SOX3
ENSG00000039600	SOX30
ENSG00000124766	SOX4
ENSG00000134532	SOX5
ENSG00000110693	SOX6
ENSG00000171056	SOX7
ENSG00000005513	SOX8
ENSG00000125398	SOX9
ENSG00000185591	SP1
ENSG00000067066	SP100
ENSG00000280755	SP110
ENSG00000135899	SP110
ENSG00000079263	SP140
ENSG00000167182	SP2
ENSG00000172845	SP3
ENSG00000105866	SP4
ENSG00000170374	SP7
ENSG00000164651	SP8
ENSG00000124664	SPDEF
ENSG00000065526	SPEN
ENSG00000066336	SPI1
ENSG00000269404	SPIB
ENSG00000166211	SPIC
ENSG00000054796	SPO11
ENSG00000134668	SPOCD1
ENSG00000164299	SPZ1
ENSG00000080603	SRCAP
ENSG00000072310	SREBF1
ENSG00000198911	SREBF2
ENSG00000112658	SRF
ENSG00000133226	SRRM1
ENSG00000136450	SRSF1
ENSG00000188529	SRSF10
ENSG00000161547	SRSF2
ENSG00000112081	SRSF3
ENSG00000100650	SRSF5
ENSG00000124193	SRSF6
ENSG00000263465	SRSF8
ENSG00000111786	SRSF9
ENSG00000184895	SRY
ENSG00000184402	SS18L1
ENSG00000138385	SSB
ENSG00000145687	SSBP2
ENSG00000157216	SSBP3
ENSG00000130511	SSBP4
ENSG00000149136	SSRP1
ENSG00000126752	SSX1
ENSG00000241476	SSX2
ENSG00000165584	SSX3
ENSG00000268009	SSX4
ENSG00000165583	SSX5
ENSG00000147488	ST18
ENSG00000115415	STAT1
ENSG00000170581	STAT2
ENSG00000168610	STAT3
ENSG00000138378	STAT4
ENSG00000126561	STAT5A
ENSG00000173757	STAT5B
ENSG00000166888	STAT6
ENSG00000068781	STON1-GTF2A1L
ENSG00000113387	SUB1
ENSG00000107882	SUFU
ENSG00000105705	SUGP1
ENSG00000064607	SUGP2
ENSG00000092201	SUPT16H
ENSG00000196284	SUPT3H
ENSG00000213246	SUPT4H1
ENSG00000196235	SUPT5H
ENSG00000109111	SUPT6H
ENSG00000119760	SUPT7L
ENSG00000152455	SUV39H2
ENSG00000178691	SUZ12
ENSG00000164458	T
ENSG00000276234	TADA2A
ENSG00000171148	TADA3
ENSG00000147133	TAF1
ENSG00000166337	TAF10
ENSG00000064995	TAF11
ENSG00000120656	TAF12
ENSG00000197780	TAF13
ENSG00000270647	TAF15
ENSG00000143498	TAF1A
ENSG00000115750	TAF1B
ENSG00000103168	TAF1C
ENSG00000122728	TAF1L
ENSG00000130699	TAF4
ENSG00000141384	TAF4B
ENSG00000148835	TAF5
ENSG00000135801	TAF5L
ENSG00000106290	TAF6
ENSG00000162227	TAF6L
ENSG00000178913	TAF7
ENSG00000085231	TAF9
ENSG00000273841	TAF9
ENSG00000187325	TAF9B
ENSG00000162367	TAL1
ENSG00000186051	TAL2
ENSG00000059588	TARBP1
ENSG00000139546	TARBP2
ENSG00000120948	TARDBP
ENSG00000277726	TARDBP
ENSG00000213977	TAX1BP3
ENSG00000054611	TBC1D22A
ENSG00000167202	TBC1D2B
ENSG00000101849	TBL1X
ENSG00000112592	TBP
ENSG00000028839	TBPL1
ENSG00000136535	TBR1
ENSG00000184058	TBX1
ENSG00000167800	TBX10
ENSG00000092607	TBX15
ENSG00000112837	TBX18
ENSG00000143178	TBX19
ENSG00000121068	TBX2
ENSG00000164532	TBX20
ENSG00000073861	TBX21
ENSG00000122145	TBX22
ENSG00000281700	TBX22
ENSG00000135111	TBX3
ENSG00000121075	TBX4
ENSG00000089225	TBX5
ENSG00000149922	TBX6
ENSG00000187735	TCEA1
ENSG00000171703	TCEA2
ENSG00000204219	TCEA3
ENSG00000172465	TCEAL1
ENSG00000176896	TCEANC
ENSG00000116205	TCEANC2
ENSG00000154582	TCEB1
ENSG00000103363	TCEB2
ENSG00000011007	TCEB3
ENSG00000206181	TCEB3B
ENSG00000183791	TCEB3C
ENSG00000113649	TCERG1
ENSG00000140262	TCF12
ENSG00000125878	TCF15
ENSG00000137310	TCF19
ENSG00000100207	TCF20
ENSG00000118526	TCF21
ENSG00000071564	TCF3
ENSG00000196628	TCF4
ENSG00000081059	TCF7
ENSG00000152284	TCF7L1
ENSG00000148737	TCF7L2
ENSG00000101190	TCFL5
ENSG00000070814	TCOF1
ENSG00000187079	TEAD1
ENSG00000074219	TEAD2
ENSG00000007866	TEAD3
ENSG00000197905	TEAD4
ENSG00000167074	TEF
ENSG00000137203	TFAP2A
ENSG00000008196	TFAP2B
ENSG00000087510	TFAP2C
ENSG00000008197	TFAP2D
ENSG00000116819	TFAP2E
ENSG00000090447	TFAP4
ENSG00000135457	TFCP2
ENSG00000115112	TFCP2L1
ENSG00000198176	TFDP1
ENSG00000114126	TFDP2
ENSG00000183434	TFDP3
ENSG00000068323	TFE3
ENSG00000112561	TFEB
ENSG00000105967	TFEC
ENSG00000105619	TFPT
ENSG00000140682	TGFB1I1
ENSG00000177426	TGIF1
ENSG00000118707	TGIF2
ENSG00000153779	TGIF2LX
ENSG00000176679	TGIF2LY
ENSG00000184436	THAP7
ENSG00000126351	THRA
ENSG00000054118	THRAP3
ENSG00000151090	THRB
ENSG00000151923	TIAL1
ENSG00000169989	TIGD4
ENSG00000111602	TIMELESS
ENSG00000196781	TLE1
ENSG00000065717	TLE2
ENSG00000140332	TLE3
ENSG00000104953	TLE6
ENSG00000107807	TLX1
ENSG00000115297	TLX2
ENSG00000164438	TLX3
ENSG00000144747	TMF1
ENSG00000118503	TNFAIP3
ENSG00000141232	TOB1
ENSG00000132773	TOE1
ENSG00000160949	TONSL
ENSG00000077097	TOP2B
ENSG00000197579	TOPORS
ENSG00000198846	TOX
ENSG00000124191	TOX2
ENSG00000103460	TOX3
ENSG00000092203	TOX4
ENSG00000141510	TP53
ENSG00000067369	TP53BP1
ENSG00000073282	TP63
ENSG00000078900	TP73
ENSG00000124496	TRERF1
ENSG00000101255	TRIB3
ENSG00000204610	TRIM15
ENSG00000221926	TRIM16
ENSG00000132109	TRIM21
ENSG00000132274	TRIM22
ENSG00000122779	TRIM24
ENSG00000121060	TRIM25
ENSG00000204713	TRIM27
ENSG00000130726	TRIM28
ENSG00000137699	TRIM29
ENSG00000204616	TRIM31
ENSG00000119401	TRIM32
ENSG00000197323	TRIM33
ENSG00000132256	TRIM5
ENSG00000100815	TRIP11
ENSG00000071539	TRIP13
ENSG00000103671	TRIP4
ENSG00000087077	TRIP6
ENSG00000104447	TRPS1
ENSG00000196367	TRRAP
ENSG00000102804	TSC22D1
ENSG00000196428	TSC22D2
ENSG00000157514	TSC22D3
ENSG00000166925	TSC22D4
ENSG00000074319	TSG101
ENSG00000179981	TSHZ1
ENSG00000182463	TSHZ2
ENSG00000121297	TSHZ3
ENSG00000116830	TTF2
ENSG00000078246	TULP3
ENSG00000130338	TULP4
ENSG00000122691	TWIST1
ENSG00000233608	TWIST2
ENSG00000078140	UBE2K
ENSG00000118900	UBN1
ENSG00000153560	UBP1
ENSG00000108312	UBTF
ENSG00000087206	UIMC1
ENSG00000005007	UPF1
ENSG00000105176	URI1
ENSG00000158773	USF1
ENSG00000105698	USF2
ENSG00000171794	UTF1
ENSG00000148704	VAX1
ENSG00000116035	VAX2
ENSG00000129864	VCY
ENSG00000111424	VDR
ENSG00000151650	VENTX
ENSG00000136451	VEZF1
ENSG00000102243	VGLL1
ENSG00000170162	VGLL2
ENSG00000134086	VHL
ENSG00000100987	VSX1
ENSG00000119614	VSX2
ENSG00000084463	WBP11
ENSG00000198554	WDHD1
ENSG00000109685	WHSC1
ENSG00000147548	WHSC1L1
ENSG00000184937	WT1
ENSG00000123124	WWP1
ENSG00000018408	WWTR1
ENSG00000076924	XAB2
ENSG00000100219	XBP1
ENSG00000154767	XPC
ENSG00000126215	XRCC3
ENSG00000079246	XRCC5
ENSG00000196419	XRCC6
ENSG00000015153	YAF2
ENSG00000065978	YBX1
ENSG00000006047	YBX2
ENSG00000163872	YEATS2
ENSG00000127337	YEATS4
ENSG00000083896	YTHDC1
ENSG00000100811	YY1
ENSG00000126804	ZBTB1
ENSG00000205189	ZBTB10
ENSG00000066422	ZBTB11
ENSG00000204366	ZBTB12
ENSG00000109906	ZBTB16
ENSG00000116809	ZBTB17
ENSG00000181472	ZBTB2
ENSG00000181722	ZBTB20
ENSG00000236104	ZBTB22
ENSG00000112365	ZBTB24
ENSG00000089775	ZBTB25
ENSG00000171448	ZBTB26
ENSG00000185670	ZBTB3
ENSG00000011590	ZBTB32
ENSG00000177485	ZBTB33
ENSG00000177125	ZBTB34
ENSG00000185278	ZBTB37
ENSG00000177311	ZBTB38
ENSG00000166860	ZBTB39
ENSG00000184677	ZBTB40
ENSG00000169155	ZBTB43
ENSG00000119574	ZBTB45
ENSG00000130584	ZBTB46
ENSG00000204859	ZBTB48
ENSG00000168795	ZBTB5
ENSG00000186130	ZBTB6
ENSG00000178951	ZBTB7A
ENSG00000160685	ZBTB7B
ENSG00000160062	ZBTB8A
ENSG00000213588	ZBTB9
ENSG00000130749	ZC3H4
ENSG00000159714	ZDHHC1
ENSG00000177054	ZDHHC13
ENSG00000102383	ZDHHC15
ENSG00000171307	ZDHHC16
ENSG00000104219	ZDHHC2
ENSG00000175893	ZDHHC21
ENSG00000023041	ZDHHC6
ENSG00000153786	ZDHHC7
ENSG00000188706	ZDHHC9
ENSG00000148516	ZEB1
ENSG00000169554	ZEB2
ENSG00000136367	ZFHX2
ENSG00000140836	ZFHX3
ENSG00000184517	ZFP1
ENSG00000142065	ZFP14
ENSG00000198939	ZFP2
ENSG00000196867	ZFP28
ENSG00000120784	ZFP30
ENSG00000128016	ZFP36
ENSG00000185650	ZFP36L1
ENSG00000152518	ZFP36L2
ENSG00000136866	ZFP37
ENSG00000181638	ZFP41
ENSG00000264668	ZFP41
ENSG00000179059	ZFP42
ENSG00000204644	ZFP57
ENSG00000196670	ZFP62
ENSG00000020256	ZFP64
ENSG00000181007	ZFP82
ENSG00000184939	ZFP90
ENSG00000186660	ZFP91
ENSG00000162300	ZFPL1
ENSG00000179588	ZFPM1
ENSG00000169946	ZFPM2
ENSG00000005889	ZFX
ENSG00000067646	ZFY
ENSG00000165156	ZHX1
ENSG00000178764	ZHX2
ENSG00000174306	ZHX3
ENSG00000152977	ZIC1
ENSG00000043355	ZIC2
ENSG00000156925	ZIC3
ENSG00000269699	ZIM2
ENSG00000141946	ZIM3
ENSG00000106261	ZKSCAN1
ENSG00000189298	ZKSCAN3
ENSG00000187626	ZKSCAN4
ENSG00000196652	ZKSCAN5
ENSG00000121741	ZMYM2
ENSG00000015171	ZMYND11
ENSG00000256223	ZNF10
ENSG00000197020	ZNF100
ENSG00000181896	ZNF101
ENSG00000196247	ZNF107
ENSG00000178150	ZNF114
ENSG00000152926	ZNF117
ENSG00000164631	ZNF12
ENSG00000197961	ZNF121
ENSG00000196418	ZNF124
ENSG00000172262	ZNF131
ENSG00000131849	ZNF132
ENSG00000125846	ZNF133
ENSG00000213762	ZNF134
ENSG00000176293	ZNF135
ENSG00000196646	ZNF136
ENSG00000123870	ZNF137P
ENSG00000197008	ZNF138
ENSG00000105708	ZNF14
ENSG00000196387	ZNF140
ENSG00000131127	ZNF141
ENSG00000115568	ZNF142
ENSG00000166478	ZNF143
ENSG00000167635	ZNF146
ENSG00000163848	ZNF148
ENSG00000179909	ZNF154
ENSG00000204920	ZNF155
ENSG00000147117	ZNF157
ENSG00000170631	ZNF16
ENSG00000170949	ZNF160
ENSG00000197279	ZNF165
ENSG00000175787	ZNF169
ENSG00000186272	ZNF17
ENSG00000103343	ZNF174
ENSG00000105497	ZNF175
ENSG00000188629	ZNF177
ENSG00000154957	ZNF18
ENSG00000167384	ZNF180
ENSG00000147118	ZNF182
ENSG00000096654	ZNF184
ENSG00000136870	ZNF189
ENSG00000157429	ZNF19
ENSG00000005801	ZNF195
ENSG00000186448	ZNF197
ENSG00000275111	ZNF2
ENSG00000132010	ZNF20
ENSG00000010539	ZNF200
ENSG00000166261	ZNF202
ENSG00000122386	ZNF205
ENSG00000010244	ZNF207
ENSG00000160321	ZNF208
ENSG00000121417	ZNF211
ENSG00000170260	ZNF212
ENSG00000085644	ZNF213
ENSG00000149050	ZNF214
ENSG00000149054	ZNF215
ENSG00000171940	ZNF217
ENSG00000165804	ZNF219
ENSG00000165512	ZNF22
ENSG00000159905	ZNF221
ENSG00000159885	ZNF222
ENSG00000178386	ZNF223
ENSG00000267680	ZNF224
ENSG00000256294	ZNF225
ENSG00000167380	ZNF226
ENSG00000131115	ZNF227
ENSG00000278318	ZNF229
ENSG00000167377	ZNF23
ENSG00000159882	ZNF230
ENSG00000167840	ZNF232
ENSG00000263002	ZNF234
ENSG00000159917	ZNF235
ENSG00000130856	ZNF236
ENSG00000196793	ZNF239
ENSG00000172466	ZNF24
ENSG00000198105	ZNF248
ENSG00000175395	ZNF25
ENSG00000196150	ZNF250
ENSG00000198169	ZNF251
ENSG00000256771	ZNF253
ENSG00000213096	ZNF254
ENSG00000152454	ZNF256
ENSG00000197134	ZNF257
ENSG00000198393	ZNF26
ENSG00000006194	ZNF263
ENSG00000083844	ZNF264
ENSG00000174652	ZNF266
ENSG00000185947	ZNF267
ENSG00000090612	ZNF268
ENSG00000198039	ZNF273
ENSG00000171606	ZNF274
ENSG00000063587	ZNF275
ENSG00000158805	ZNF276
ENSG00000198839	ZNF277
ENSG00000169548	ZNF280A
ENSG00000275004	ZNF280B
ENSG00000162702	ZNF281
ENSG00000170265	ZNF282
ENSG00000167637	ZNF283
ENSG00000267508	ZNF285
ENSG00000187607	ZNF286A
ENSG00000255104	ZNF286A
ENSG00000141040	ZNF287
ENSG00000188994	ZNF292
ENSG00000170684	ZNF296
ENSG00000108452	ZNF29P
ENSG00000166526	ZNF3
ENSG00000168661	ZNF30
ENSG00000145908	ZNF300
ENSG00000089335	ZNF302
ENSG00000131845	ZNF304
ENSG00000197935	ZNF311
ENSG00000130803	ZNF317
ENSG00000166188	ZNF319
ENSG00000169740	ZNF32
ENSG00000083812	ZNF324
ENSG00000162664	ZNF326
ENSG00000130844	ZNF331
ENSG00000160961	ZNF333
ENSG00000198185	ZNF334
ENSG00000198026	ZNF335
ENSG00000130684	ZNF337
ENSG00000189180	ZNF33A
ENSG00000196693	ZNF33B
ENSG00000196378	ZNF34
ENSG00000131061	ZNF341
ENSG00000088876	ZNF343
ENSG00000251247	ZNF345
ENSG00000197937	ZNF347
ENSG00000169981	ZNF35
ENSG00000256683	ZNF350
ENSG00000169131	ZNF354A
ENSG00000178338	ZNF354B
ENSG00000177932	ZNF354C
ENSG00000198816	ZNF358
ENSG00000178175	ZNF366
ENSG00000075407	ZNF37A
ENSG00000161298	ZNF382
ENSG00000188283	ZNF383
ENSG00000126746	ZNF384
ENSG00000161642	ZNF385A
ENSG00000160908	ZNF394
ENSG00000186918	ZNF395
ENSG00000186496	ZNF396
ENSG00000186812	ZNF397
ENSG00000197024	ZNF398
ENSG00000176222	ZNF404
ENSG00000215421	ZNF407
ENSG00000175213	ZNF408
ENSG00000147124	ZNF41
ENSG00000119725	ZNF410
ENSG00000083817	ZNF416
ENSG00000173480	ZNF417
ENSG00000196724	ZNF418
ENSG00000105136	ZNF419
ENSG00000197050	ZNF420
ENSG00000102935	ZNF423
ENSG00000130818	ZNF426
ENSG00000197013	ZNF429
ENSG00000198521	ZNF43
ENSG00000118620	ZNF430
ENSG00000196705	ZNF431
ENSG00000256087	ZNF432
ENSG00000197647	ZNF433
ENSG00000125945	ZNF436
ENSG00000171291	ZNF439
ENSG00000197857	ZNF44
ENSG00000171295	ZNF440
ENSG00000197044	ZNF441
ENSG00000198342	ZNF442
ENSG00000180855	ZNF443
ENSG00000167685	ZNF444
ENSG00000185219	ZNF445
ENSG00000083838	ZNF446
ENSG00000173275	ZNF449
ENSG00000124459	ZNF45
ENSG00000112200	ZNF451
ENSG00000178187	ZNF454
ENSG00000197714	ZNF460
ENSG00000197808	ZNF461
ENSG00000148143	ZNF462
ENSG00000181444	ZNF467
ENSG00000225614	ZNF469
ENSG00000196263	ZNF471
ENSG00000142528	ZNF473
ENSG00000185177	ZNF479
ENSG00000180035	ZNF48
ENSG00000198464	ZNF480
ENSG00000173258	ZNF483
ENSG00000256229	ZNF486
ENSG00000265763	ZNF488
ENSG00000188033	ZNF490
ENSG00000177599	ZNF491
ENSG00000196268	ZNF493
ENSG00000162714	ZNF496
ENSG00000103199	ZNF500
ENSG00000186446	ZNF501
ENSG00000196653	ZNF502
ENSG00000168813	ZNF507
ENSG00000081386	ZNF510
ENSG00000243943	ZNF512
ENSG00000196700	ZNF512B
ENSG00000163795	ZNF513
ENSG00000144026	ZNF514
ENSG00000175322	ZNF519
ENSG00000171443	ZNF524
ENSG00000171817	ZNF540
ENSG00000198131	ZNF544
ENSG00000187187	ZNF546
ENSG00000152433	ZNF547
ENSG00000121406	ZNF549
ENSG00000251369	ZNF550
ENSG00000204519	ZNF551
ENSG00000172006	ZNF554
ENSG00000186300	ZNF555
ENSG00000172000	ZNF556
ENSG00000130544	ZNF557
ENSG00000167785	ZNF558
ENSG00000188321	ZNF559
ENSG00000198028	ZNF560
ENSG00000188868	ZNF563
ENSG00000249709	ZNF564
ENSG00000196357	ZNF565
ENSG00000186017	ZNF566
ENSG00000189042	ZNF567
ENSG00000198453	ZNF568
ENSG00000171970	ZNF57
ENSG00000171827	ZNF570
ENSG00000180479	ZNF571
ENSG00000189144	ZNF573
ENSG00000161551	ZNF577
ENSG00000258405	ZNF578
ENSG00000213015	ZNF580
ENSG00000171425	ZNF581
ENSG00000018869	ZNF582
ENSG00000198440	ZNF583
ENSG00000171574	ZNF584
ENSG00000196967	ZNF585A
ENSG00000245680	ZNF585B
ENSG00000083828	ZNF586
ENSG00000198466	ZNF587
ENSG00000164048	ZNF589
ENSG00000166716	ZNF592
ENSG00000142684	ZNF593
ENSG00000272602	ZNF595
ENSG00000172748	ZNF596
ENSG00000167981	ZNF597
ENSG00000153896	ZNF599
ENSG00000166704	ZNF606
ENSG00000167554	ZNF610
ENSG00000213020	ZNF611
ENSG00000176024	ZNF613
ENSG00000197619	ZNF615
ENSG00000183309	ZNF623
ENSG00000197566	ZNF624
ENSG00000188171	ZNF626
ENSG00000198551	ZNF627
ENSG00000075292	ZNF638
ENSG00000121864	ZNF639
ENSG00000167528	ZNF641
ENSG00000122482	ZNF644
ENSG00000167395	ZNF646
ENSG00000198093	ZNF649
ENSG00000161914	ZNF653
ENSG00000197343	ZNF655
