GeneID	Symbol
ENSG00000159023	EPB41
ENSG00000082397	EPB41L3
ENSG00000146904	EPHA1
ENSG00000133216	EPHB2
ENSG00000196411	EPHB4
ENSG00000178568	ERBB4
ENSG00000105722	ERF
ENSG00000116285	ERRFI1
ENSG00000140009	ESR2
ENSG00000104413	ESRP1
ENSG00000134954	ETS1
ENSG00000139083	ETV6
ENSG00000182197	EXT1
ENSG00000151348	EXT2
ENSG00000158008	EXTL1
ENSG00000162694	EXTL2
ENSG00000012232	EXTL3
ENSG00000121769	FABP3
ENSG00000168040	FADD
ENSG00000048828	FAM120A
ENSG00000148481	FAM188A
ENSG00000221829	FANCG
ENSG00000083857	FAT1
ENSG00000196159	FAT4
ENSG00000161040	FBXL13
ENSG00000103264	FBXO31
ENSG00000156804	FBXO32
ENSG00000109670	FBXW7
ENSG00000182511	FES
ENSG00000091483	FH
ENSG00000189283	FHIT
ENSG00000154803	FLCN
ENSG00000125798	FOXA2
ENSG00000054598	FOXC1
ENSG00000150907	FOXO1
ENSG00000118689	FOXO3
ENSG00000184481	FOXO4
ENSG00000114861	FOXP1
ENSG00000049768	FOXP3
ENSG00000111816	FRK
ENSG00000137218	FRS3
ENSG00000170296	GABARAP
ENSG00000130222	GADD45G
ENSG00000179271	GADD45GIP1
ENSG00000166573	GALR1
ENSG00000180447	GAS1
ENSG00000278311	GGNBP2
ENSG00000152661	GJA1
ENSG00000165474	GJB2
ENSG00000139278	GLIPR1
ENSG00000063169	GLTSCR1
ENSG00000105373	GLTSCR2
ENSG00000124713	GNMT
ENSG00000120370	GORAB
ENSG00000147257	GPC3
ENSG00000119714	GPR68
ENSG00000013588	GPRC5A
ENSG00000211445	GPX3
ENSG00000134184	GSTM1
ENSG00000107937	GTPBP4
ENSG00000085382	HACE1
ENSG00000105856	HBP1
ENSG00000171720	HDAC3
ENSG00000112406	HECA
ENSG00000177374	HIC1
ENSG00000169567	HINT1
ENSG00000064393	HIPK2
ENSG00000071794	HLTF
ENSG00000171476	HOPX
ENSG00000159184	HOXB13
ENSG00000164120	HPGD
ENSG00000133328	HRASLS2
ENSG00000132196	HSD17B7
ENSG00000109854	HTATIP2
ENSG00000166033	HTRA1
ENSG00000115317	HTRA2
ENSG00000170801	HTRA3
ENSG00000172201	ID4
ENSG00000138413	IDH1
ENSG00000197919	IFNA1
ENSG00000032742	IFT88
ENSG00000197081	IGF2R
ENSG00000146674	IGFBP3
ENSG00000141753	IGFBP4
ENSG00000115461	IGFBP5
ENSG00000163453	IGFBP7
ENSG00000137142	IGFBPL1
ENSG00000144730	IL17RD
ENSG00000162892	IL24
ENSG00000153487	ING1
ENSG00000168556	ING2
ENSG00000071243	ING3
ENSG00000111653	ING4
ENSG00000168395	ING5
ENSG00000109452	INPP4B
ENSG00000102786	INTS6
ENSG00000125347	IRF1
ENSG00000126456	IRF3
ENSG00000140968	IRF8
ENSG00000170549	IRX1
ENSG00000187608	ISG15
ENSG00000161638	ITGA5
ENSG00000135424	ITGA7
ENSG00000138448	ITGAV
ENSG00000150093	ITGB1
ENSG00000259207	ITGB3
ENSG00000140044	JDP2
ENSG00000173801	JUP
ENSG00000107104	KANK1
ENSG00000198553	KCNRG
ENSG00000213859	KCTD11
ENSG00000120733	KDM3B
ENSG00000054523	KIF1B
ENSG00000170498	KISS1
ENSG00000133116	KL
ENSG00000155090	KLF10
ENSG00000136826	KLF4
ENSG00000102554	KLF5
ENSG00000067082	KLF6
ENSG00000129451	KLK10
ENSG00000167755	KLK6
ENSG00000001631	KRIT1
ENSG00000154655	L3MBTL4
ENSG00000131023	LATS1
ENSG00000150457	LATS2
ENSG00000108231	LGI1
ENSG00000106852	LHX6
ENSG00000144791	LIMD1
ENSG00000183814	LIN9
ENSG00000189067	LITAF
ENSG00000113083	LOX
ENSG00000139263	LRIG3
ENSG00000168702	LRP1B
ENSG00000179796	LRRC3B
ENSG00000185565	LSAMP
ENSG00000012223	LTF
ENSG00000079257	LXN
ENSG00000061337	LZTS1
ENSG00000002822	MAD1L1
ENSG00000178573	MAF
ENSG00000182759	MAFA
ENSG00000204103	MAFB
ENSG00000172005	MAL
ENSG00000065559	MAP2K4
ENSG00000104814	MAP4K1
ENSG00000089022	MAPKAPK5
ENSG00000129071	MBD4
ENSG00000171444	MCC
ENSG00000147316	MCPH1
ENSG00000232119	MCTS1
ENSG00000133895	MEN1
ENSG00000147324	MFHAS1
ENSG00000168389	MFSD2A
ENSG00000076242	MLH1
ENSG00000099953	MMP11
ENSG00000169184	MN1
ENSG00000161647	MPP3
ENSG00000072952	MRVI1
ENSG00000095002	MSH2
ENSG00000263639	MSMB
ENSG00000173531	MST1
ENSG00000125144	MT1G
ENSG00000099810	MTAP
ENSG00000170873	MTSS1
ENSG00000129422	MTUS1
ENSG00000185499	MUC1
ENSG00000132781	MUTYH
ENSG00000119950	MXI1
ENSG00000132382	MYBBP1A
ENSG00000133454	MYO18B
ENSG00000161048	NAPEPLD
ENSG00000243477	NAT6
ENSG00000158747	NBL1
ENSG00000266412	NCOA4
ENSG00000182636	NDN
ENSG00000104419	NDRG1
ENSG00000165795	NDRG2
ENSG00000103034	NDRG4
ENSG00000067141	NEO1
ENSG00000196712	NF1
ENSG00000186575	NF2
ENSG00000109320	NFKB1
ENSG00000064300	NGFR
ENSG00000114021	NIT2
ENSG00000167034	NKX3-1
ENSG00000239672	NME1
ENSG00000148400	NOTCH1
ENSG00000114388	NPRL2
ENSG00000131910	NR0B2
ENSG00000123358	NR4A1
ENSG00000119508	NR4A3
ENSG00000091129	NRCAM
ENSG00000125841	NRSN2
ENSG00000169856	ONECUT1
ENSG00000183715	OPCML
ENSG00000112530	PACRG
ENSG00000122133	PAEP
ENSG00000006712	PAF1
ENSG00000007168	PAFAH1B1
ENSG00000083093	PALB2
ENSG00000073150	PANX2
ENSG00000185345	PARK2
ENSG00000116288	PARK7
ENSG00000177425	PAWR
ENSG00000106331	PAX4
ENSG00000196092	PAX5
ENSG00000007372	PAX6
ENSG00000163939	PBRM1
ENSG00000138650	PCDH10
ENSG00000277258	PCGF2
ENSG00000150593	PDCD4
ENSG00000104213	PDGFRL
ENSG00000131435	PDLIM4
ENSG00000083642	PDS5B
ENSG00000139515	PDX1
ENSG00000198300	PEG3
ENSG00000163737	PF4
ENSG00000108518	PFN1
ENSG00000167085	PHB
ENSG00000156531	PHF6
ENSG00000174307	PHLDA3
ENSG00000081913	PHLPP1
ENSG00000040199	PHLPP2
ENSG00000165462	PHOX2A
ENSG00000254093	PINX1
ENSG00000008710	PKD1
ENSG00000176485	PLA2G16
ENSG00000188257	PLA2G2A
ENSG00000118495	PLAGL1
ENSG00000149782	PLCB3
ENSG00000187091	PLCD1
ENSG00000138193	PLCE1
ENSG00000090924	PLEKHG2
ENSG00000023902	PLEKHO1
ENSG00000145632	PLK2
ENSG00000136040	PLXNC1
ENSG00000140464	PML
ENSG00000064933	PMS1
ENSG00000122512	PMS2
ENSG00000100941	PNN
ENSG00000137709	POU2F3
ENSG00000106536	POU6F2
ENSG00000067113	PPAP2A
ENSG00000147535	PPAPDC1B
ENSG00000163590	PPM1L
ENSG00000172531	PPP1CA
ENSG00000131771	PPP1R1B
ENSG00000104695	PPP2CB
ENSG00000137713	PPP2R1B
ENSG00000119383	PPP2R4
ENSG00000120910	PPP3CC
ENSG00000057657	PRDM1
ENSG00000116731	PRDM2
ENSG00000110851	PRDM4
ENSG00000139174	PRICKLE1
ENSG00000108946	PRKAR1A
ENSG00000163932	PRKCD
ENSG00000170955	PRKCDBP
ENSG00000163558	PRKCI
ENSG00000100033	PRODH
ENSG00000186654	PRR5
ENSG00000185920	PTCH1
ENSG00000117425	PTCH2
ENSG00000171862	PTEN
ENSG00000127947	PTPN12
ENSG00000175354	PTPN2
ENSG00000111679	PTPN6
ENSG00000153707	PTPRD
ENSG00000149177	PTPRJ
ENSG00000152894	PTPRK
ENSG00000103490	PYCARD
ENSG00000163564	PYHIN1
ENSG00000132698	RAB25
ENSG00000108384	RAD51C
ENSG00000116473	RAP1A
ENSG00000076864	RAP1GAP
ENSG00000077092	RARB
ENSG00000133321	RARRES3
ENSG00000111344	RASAL1
ENSG00000100276	RASL10A
ENSG00000270885	RASL10B
ENSG00000122035	RASL11A
ENSG00000068028	RASSF1
ENSG00000189431	RASSF10
ENSG00000101265	RASSF2
ENSG00000107551	RASSF4
ENSG00000266094	RASSF5
ENSG00000123094	RASSF8
ENSG00000139687	RB1
ENSG00000023287	RB1CC1
ENSG00000102054	RBBP7
ENSG00000080839	RBL1
ENSG00000103479	RBL2
ENSG00000239306	RBM14
ENSG00000003756	RBM5
ENSG00000004534	RBM6
ENSG00000147274	RBMX
ENSG00000100387	RBX1
ENSG00000117906	RCN2
ENSG00000122707	RECK
ENSG00000067560	RHOA
ENSG00000143878	RHOB
ENSG00000008853	RHOBTB2
ENSG00000135249	RINT1
ENSG00000135828	RNASEL
ENSG00000026297	RNASET2
ENSG00000115963	RND3
ENSG00000147403	RPL10
ENSG00000071242	RPS6KA2
ENSG00000072133	RPS6KA6
ENSG00000020633	RUNX3
ENSG00000163191	S100A11
ENSG00000196754	S100A2
ENSG00000160633	SAFB
ENSG00000130254	SAFB2
ENSG00000111961	SASH1
ENSG00000161055	SCGB3A1
ENSG00000180900	SCRIB
ENSG00000073578	SDHA
ENSG00000117118	SDHB
ENSG00000204370	SDHD
ENSG00000100003	SEC14L2
ENSG00000012171	SEMA3B
ENSG00000108387	SEPT4
ENSG00000206075	SERPINB5
ENSG00000114204	SERPINI2
ENSG00000175793	SFN
ENSG00000104332	SFRP1
ENSG00000120057	SFRP5
ENSG00000097033	SH3GLB1
ENSG00000146414	SHPRH
ENSG00000196470	SIAH1
ENSG00000142178	SIK1
ENSG00000068903	SIRT2
ENSG00000142082	SIRT3
ENSG00000110628	SLC22A18
ENSG00000091138	SLC26A3
ENSG00000143570	SLC39A1
ENSG00000256870	SLC5A8
ENSG00000109062	SLC9A3R1
ENSG00000145147	SLIT2
ENSG00000175387	SMAD2
ENSG00000166949	SMAD3
ENSG00000141646	SMAD4
ENSG00000080503	SMARCA2
ENSG00000127616	SMARCA4
ENSG00000099956	SMARCB1
ENSG00000128602	SMO
ENSG00000186532	SMYD4
ENSG00000185338	SOCS1
ENSG00000184557	SOCS3
ENSG00000112096	SOD2
ENSG00000176887	SOX11
ENSG00000171056	SOX7
ENSG00000067066	SP100
ENSG00000145879	SPINK7
ENSG00000167642	SPINT2
ENSG00000136158	SPRY2
ENSG00000115306	SPTBN1
ENSG00000101955	SRPX
ENSG00000100380	ST13
ENSG00000180953	ST20
ENSG00000166444	ST5
ENSG00000004866	ST7
ENSG00000133121	STARD13
ENSG00000126561	STAT5A
ENSG00000115107	STEAP3
ENSG00000118046	STK11
ENSG00000107882	SUFU
ENSG00000165025	SYK
ENSG00000182253	SYNM
ENSG00000019505	SYT13
ENSG00000154144	TBRG1
ENSG00000089225	TBX5
ENSG00000182916	TCEAL7
ENSG00000196628	TCF4
ENSG00000148737	TCF7L2
ENSG00000139437	TCHP
ENSG00000145022	TCTA
ENSG00000135269	TES
ENSG00000168769	TET2
ENSG00000137203	TFAP2A
ENSG00000068323	TFE3
ENSG00000105825	TFPI2
ENSG00000105329	TGFB1
ENSG00000120708	TGFBI
ENSG00000163513	TGFBR2
ENSG00000069702	TGFBR3
ENSG00000178726	THBD
ENSG00000137801	THBS1
ENSG00000100296	THOC5
ENSG00000151090	THRB
ENSG00000136114	THSD1
ENSG00000154096	THY1
ENSG00000100234	TIMP3
ENSG00000241697	TMEFF1
ENSG00000144339	TMEFF2
ENSG00000135956	TMEM127
ENSG00000187054	TMPRSS11A
ENSG00000118503	TNFAIP3
ENSG00000104689	TNFRSF10A
ENSG00000120889	TNFRSF10B
ENSG00000197579	TOPORS
ENSG00000141510	TP53
ENSG00000143514	TP53BP2
ENSG00000164938	TP53INP1
ENSG00000073282	TP63
ENSG00000078900	TP73
ENSG00000204977	TRIM13
ENSG00000122779	TRIM24
ENSG00000110171	TRIM3
ENSG00000104228	TRIM35
ENSG00000165699	TSC1
ENSG00000103197	TSC2
ENSG00000102804	TSC22D1
ENSG00000074319	TSG101
ENSG00000064201	TSPAN32
ENSG00000184281	TSSC4
ENSG00000243725	TTC4
ENSG00000114383	TUSC2
ENSG00000104723	TUSC3
ENSG00000233608	TWIST2
ENSG00000265972	TXNIP
ENSG00000130939	UBE4B
ENSG00000154277	UCHL1
ENSG00000147854	UHRF2
ENSG00000113763	UNC5A
ENSG00000107731	UNC5B
ENSG00000182168	UNC5C
ENSG00000035403	VCL
ENSG00000134086	VHL
ENSG00000127831	VIL1
ENSG00000141252	VPS53
ENSG00000110002	VWA5A
ENSG00000120008	WDR11
ENSG00000147548	WHSC1L1
ENSG00000156076	WIF1
ENSG00000112761	WISP3
ENSG00000165238	WNK2
ENSG00000085741	WNT11
ENSG00000114251	WNT5A
ENSG00000184937	WT1
ENSG00000186153	WWOX
ENSG00000132530	XAF1
ENSG00000114127	XRN1
ENSG00000137693	YAP1
ENSG00000090238	YPEL3
ENSG00000109906	ZBTB16
ENSG00000184828	ZBTB7C
ENSG00000135482	ZC3H10
ENSG00000186908	ZDHHC17
ENSG00000104219	ZDHHC2
ENSG00000140836	ZFHX3
ENSG00000128016	ZFP36
ENSG00000152977	ZIC1
ENSG00000004838	ZMYND10
ENSG00000178175	ZNF366
ENSG00000161298	ZNF382
ENSG00000159840	ZYX
